state,county,county_name,state_name
22,069,natchitoches,louisiana
22,071,orleans,louisiana
22,073,ouachita,louisiana
22,075,plaquemines,louisiana
22,077,pointe coupee,louisiana
22,079,rapides,louisiana
22,081,red river,louisiana
22,083,richland,louisiana
22,085,sabine,louisiana
22,087,st. bernard,louisiana
22,089,st. charles,louisiana
22,091,st. helena,louisiana
22,093,st. james,louisiana
22,095,st. john the baptist,louisiana
22,097,st. landry,louisiana
22,099,st. martin,louisiana
22,101,st. mary,louisiana
22,103,st. tammany,louisiana
22,105,tangipahoa,louisiana
22,107,tensas,louisiana
22,109,terrebonne,louisiana
22,111,union,louisiana
22,113,vermilion,louisiana
22,115,vernon,louisiana
22,117,washington,louisiana
22,119,webster,louisiana
22,121,west baton rouge,louisiana
22,123,west carroll,louisiana
22,125,west feliciana,louisiana
22,127,winn,louisiana
23,001,androscoggin,maine
23,003,aroostook,maine
23,005,cumberland,maine
23,007,franklin,maine
23,009,hancock,maine
23,011,kennebec,maine
23,013,knox,maine
23,015,lincoln,maine
23,017,oxford,maine
23,019,penobscot,maine
23,021,piscataquis,maine
23,023,sagadahoc,maine
23,025,somerset,maine
23,027,waldo,maine
23,029,washington,maine
23,031,york,maine
24,001,allegany,maryland
24,003,anne arundel,maryland
24,005,baltimore,maryland
24,009,calvert,maryland
24,011,caroline,maryland
24,013,carroll,maryland
24,015,cecil,maryland
24,017,charles,maryland
24,019,dorchester,maryland
24,021,frederick,maryland
24,023,garrett,maryland
24,025,harford,maryland
24,027,howard,maryland
24,029,kent,maryland
24,031,montgomery,maryland
24,033,prince george's,maryland
24,035,queen anne's,maryland
24,037,st. mary's,maryland
24,039,somerset,maryland
24,041,talbot,maryland
24,043,washington,maryland
24,045,wicomico,maryland
24,047,worcester,maryland
24,510,baltimo,maryland
25,001,barnstable,massachusetts
25,003,berkshire,massachusetts
25,005,bristol,massachusetts
25,007,dukes,massachusetts
25,009,essex,massachusetts
25,011,franklin,massachusetts
25,013,hampden,massachusetts
25,015,hampshire,massachusetts
25,017,middlesex,massachusetts
25,019,nantucket,massachusetts
25,021,norfolk,massachusetts
25,023,plymouth,massachusetts
25,025,suffolk,massachusetts
25,027,worcester,massachusetts
26,001,alcona,michigan
26,003,alger,michigan
26,005,allegan,michigan
26,007,alpena,michigan
26,009,antrim,michigan
26,011,arenac,michigan
26,013,baraga,michigan
26,015,barry,michigan
26,017,bay,michigan
26,019,benzie,michigan
26,021,berrien,michigan
26,023,branch,michigan
26,025,calhoun,michigan
26,027,cass,michigan
26,029,charlevoix,michigan
26,031,cheboygan,michigan
26,033,chippewa,michigan
26,035,clare,michigan
26,037,clinton,michigan
26,039,crawford,michigan
26,041,delta,michigan
26,043,dickinson,michigan
26,045,eaton,michigan
26,047,emmet,michigan
26,049,genesee,michigan
26,051,gladwin,michigan
26,053,gogebic,michigan
26,055,grand traverse,michigan
26,057,gratiot,michigan
26,059,hillsdale,michigan
26,061,houghton,michigan
26,063,huron,michigan
26,065,ingham,michigan
26,067,ionia,michigan
26,069,iosco,michigan
26,071,iron,michigan
26,073,isabella,michigan
26,075,jackson,michigan
26,077,kalamazoo,michigan
26,079,kalkaska,michigan
26,081,kent,michigan
26,083,keweenaw,michigan
26,085,lake,michigan
26,087,lapeer,michigan
26,089,leelanau,michigan
26,091,lenawee,michigan
26,093,livingston,michigan
26,095,luce,michigan
26,097,mackinac,michigan
26,099,macomb,michigan
26,101,manistee,michigan
26,103,marquette,michigan
26,105,mason,michigan
26,107,mecosta,michigan
26,109,menominee,michigan
26,111,midland,michigan
26,113,missaukee,michigan
26,115,monroe,michigan
26,117,montcalm,michigan
26,119,montmorency,michigan
26,121,muskegon,michigan
26,123,newaygo,michigan
26,125,oakland,michigan
26,127,oceana,michigan
26,129,ogemaw,michigan
26,131,ontonagon,michigan
26,133,osceola,michigan
26,135,oscoda,michigan
26,137,otsego,michigan
26,139,ottawa,michigan
26,141,presque isle,michigan
26,143,roscommon,michigan
26,145,saginaw,michigan
26,147,st. clair,michigan
26,149,st. joseph,michigan
26,151,sanilac,michigan
26,153,schoolcraft,michigan
26,155,shiawassee,michigan
26,157,tuscola,michigan
26,159,van buren,michigan
26,161,washtenaw,michigan
26,163,wayne,michigan
26,165,wexford,michigan
27,001,aitkin,minnesota
27,003,anoka,minnesota
27,005,becker,minnesota
27,007,beltrami,minnesota
27,009,benton,minnesota
27,011,big stone,minnesota
27,013,blue earth,minnesota
27,015,brown,minnesota
27,017,carlton,minnesota
27,019,carver,minnesota
27,021,cass,minnesota
27,023,chippewa,minnesota
27,025,chisago,minnesota
27,027,clay,minnesota
27,029,clearwater,minnesota
27,031,cook,minnesota
27,033,cottonwood,minnesota
27,035,crow wing,minnesota
27,037,dakota,minnesota
27,039,dodge,minnesota
27,041,douglas,minnesota
27,043,faribault,minnesota
27,045,fillmore,minnesota
27,047,freeborn,minnesota
27,049,goodhue,minnesota
27,051,grant,minnesota
27,053,hennepin,minnesota
27,055,houston,minnesota
27,057,hubbard,minnesota
27,059,isanti,minnesota
27,061,itasca,minnesota
27,063,jackson,minnesota
27,065,kanabec,minnesota
27,067,kandiyohi,minnesota
27,069,kittson,minnesota
27,071,koochiching,minnesota
27,073,lac qui parle,minnesota
27,075,lake,minnesota
27,077,lake of the woods,minnesota
27,079,le sueur,minnesota
27,081,lincoln,minnesota
27,083,lyon,minnesota
27,085,mcleod,minnesota
27,087,mahnomen,minnesota
27,089,marshall,minnesota
27,091,martin,minnesota
27,093,meeker,minnesota
27,095,mille lacs,minnesota
27,097,morrison,minnesota
27,099,mower,minnesota
27,101,murray,minnesota
27,103,nicollet,minnesota
27,105,nobles,minnesota
27,107,norman,minnesota
27,109,olmsted,minnesota
27,111,otter tail,minnesota
27,113,pennington,minnesota
27,115,pine,minnesota
27,117,pipestone,minnesota
27,119,polk,minnesota
27,121,pope,minnesota
27,123,ramsey,minnesota
27,125,red lake,minnesota
27,127,redwood,minnesota
27,129,renville,minnesota
27,131,rice,minnesota
27,133,rock,minnesota
27,135,roseau,minnesota
27,137,st. louis,minnesota
27,139,scott,minnesota
27,141,sherburne,minnesota
27,143,sibley,minnesota
27,145,stearns,minnesota
27,147,steele,minnesota
27,149,stevens,minnesota
27,151,swift,minnesota
27,153,todd,minnesota
27,155,traverse,minnesota
27,157,wabasha,minnesota
27,159,wadena,minnesota
27,161,waseca,minnesota
27,163,washington,minnesota
27,165,watonwan,minnesota
27,167,wilkin,minnesota
27,169,winona,minnesota
27,171,wright,minnesota
27,173,yellow medicine,minnesota
28,001,adams,mississippi
28,003,alcorn,mississippi
28,005,amite,mississippi
28,007,attala,mississippi
28,009,benton,mississippi
28,011,bolivar,mississippi
28,013,calhoun,mississippi
28,015,carroll,mississippi
28,017,chickasaw,mississippi
28,019,choctaw,mississippi
28,021,claiborne,mississippi
28,023,clarke,mississippi
28,025,clay,mississippi
28,027,coahoma,mississippi
28,029,copiah,mississippi
28,031,covington,mississippi
28,033,desoto,mississippi
28,035,forrest,mississippi
28,037,franklin,mississippi
28,039,george,mississippi
28,041,greene,mississippi
28,043,grenada,mississippi
28,045,hancock,mississippi
28,047,harrison,mississippi
28,049,hinds,mississippi
28,051,holmes,mississippi
28,053,humphreys,mississippi
28,055,issaquena,mississippi
28,057,itawamba,mississippi
28,059,jackson,mississippi
28,061,jasper,mississippi
28,063,jefferson,mississippi
28,065,jefferson davis,mississippi
28,067,jones,mississippi
28,069,kemper,mississippi
28,071,lafayette,mississippi
28,073,lamar,mississippi
28,075,lauderdale,mississippi
28,077,lawrence,mississippi
28,079,leake,mississippi
28,081,lee,mississippi
28,083,leflore,mississippi
28,085,lincoln,mississippi
28,087,lowndes,mississippi
28,089,madison,mississippi
28,091,marion,mississippi
28,093,marshall,mississippi
28,095,monroe,mississippi
28,097,montgomery,mississippi
28,099,neshoba,mississippi
28,101,newton,mississippi
28,103,noxubee,mississippi
28,105,oktibbeha,mississippi
28,107,panola,mississippi
28,109,pearl river,mississippi
28,111,perry,mississippi
28,113,pike,mississippi
28,115,pontotoc,mississippi
28,117,prentiss,mississippi
28,119,quitman,mississippi
28,121,rankin,mississippi
28,123,scott,mississippi
28,125,sharkey,mississippi
28,127,simpson,mississippi
28,129,smith,mississippi
28,131,stone,mississippi
28,133,sunflower,mississippi
28,135,tallahatchie,mississippi
28,137,tate,mississippi
28,139,tippah,mississippi
28,141,tishomingo,mississippi
28,143,tunica,mississippi
28,145,union,mississippi
28,147,walthall,mississippi
28,149,warren,mississippi
28,151,washington,mississippi
28,153,wayne,mississippi
28,155,webster,mississippi
28,157,wilkinson,mississippi
28,159,winston,mississippi
28,161,yalobusha,mississippi
28,163,yazoo,mississippi
29,001,adair,missouri
29,003,andrew,missouri
29,005,atchison,missouri
29,007,audrain,missouri
29,009,barry,missouri
29,011,barton,missouri
29,013,bates,missouri
29,015,benton,missouri
29,017,bollinger,missouri
29,019,boone,missouri
29,021,buchanan,missouri
29,023,butler,missouri
29,025,caldwell,missouri
29,027,callaway,missouri
29,029,camden,missouri
29,031,cape girardeau,missouri
29,033,carroll,missouri
29,035,carter,missouri
29,037,cass,missouri
29,039,cedar,missouri
29,041,chariton,missouri
29,043,christian,missouri
29,045,clark,missouri
29,047,clay,missouri
29,049,clinton,missouri
29,051,cole,missouri
29,053,cooper,missouri
29,055,crawford,missouri
29,057,dade,missouri
29,059,dallas,missouri
29,061,daviess,missouri
29,063,dekalb,missouri
29,065,dent,missouri
29,067,douglas,missouri
29,069,dunklin,missouri
29,071,franklin,missouri
29,073,gasconade,missouri
29,075,gentry,missouri
29,077,greene,missouri
29,079,grundy,missouri
29,081,harrison,missouri
29,083,henry,missouri
29,085,hickory,missouri
29,087,holt,missouri
29,089,howard,missouri
29,091,howell,missouri
29,093,iron,missouri
29,095,jackson,missouri
29,097,jasper,missouri
29,099,jefferson,missouri
29,101,johnson,missouri
29,103,knox,missouri
29,105,laclede,missouri
29,107,lafayette,missouri
29,109,lawrence,missouri
29,111,lewis,missouri
29,113,lincoln,missouri
29,115,linn,missouri
29,117,livingston,missouri
29,119,mcdonald,missouri
29,121,macon,missouri
29,123,madison,missouri
29,125,maries,missouri
29,127,marion,missouri
29,129,mercer,missouri
29,131,miller,missouri
29,133,mississippi,missouri
29,135,moniteau,missouri
29,137,monroe,missouri
29,139,montgomery,missouri
29,141,morgan,missouri
29,143,new madrid,missouri
29,145,newton,missouri
29,147,nodaway,missouri
29,149,oregon,missouri
29,151,osage,missouri
29,153,ozark,missouri
29,155,pemiscot,missouri
29,157,perry,missouri
29,159,pettis,missouri
29,161,phelps,missouri
29,163,pike,missouri
29,165,platte,missouri
29,167,polk,missouri
29,169,pulaski,missouri
29,171,putnam,missouri
29,173,ralls,missouri
29,175,randolph,missouri
29,177,ray,missouri
29,179,reynolds,missouri
29,181,ripley,missouri
29,183,st. charles,missouri
29,185,st. clair,missouri
29,186,ste. genevieve,missouri
29,187,st. francois,missouri
29,189,st. louis,missouri
29,195,saline,missouri
29,197,schuyler,missouri
29,199,scotland,missouri
29,201,scott,missouri
29,203,shannon,missouri
29,205,shelby,missouri
29,207,stoddard,missouri
29,209,stone,missouri
29,211,sullivan,missouri
29,213,taney,missouri
29,215,texas,missouri
29,217,vernon,missouri
29,219,warren,missouri
29,221,washington,missouri
29,223,wayne,missouri
29,225,webster,missouri
29,227,worth,missouri
29,229,wright,missouri
29,510,st. lou,missouri
30,001,beaverhead,montana
30,003,big horn,montana
30,005,blaine,montana
30,007,broadwater,montana
30,009,carbon,montana
30,011,carter,montana
30,013,cascade,montana
30,015,chouteau,montana
30,017,custer,montana
30,019,daniels,montana
30,021,dawson,montana
30,023,deer lodge,montana
30,025,fallon,montana
30,027,fergus,montana
30,029,flathead,montana
30,031,gallatin,montana
30,033,garfield,montana
30,035,glacier,montana
30,037,golden valley,montana
30,039,granite,montana
30,041,hill,montana
30,043,jefferson,montana
30,045,judith basin,montana
30,047,lake,montana
30,049,lewis and clark,montana
30,051,liberty,montana
30,053,lincoln,montana
30,055,mccone,montana
30,057,madison,montana
30,059,meagher,montana
30,061,mineral,montana
30,063,missoula,montana
30,065,musselshell,montana
30,067,park,montana
30,069,petroleum,montana
30,071,phillips,montana
30,073,pondera,montana
30,075,powder river,montana
30,077,powell,montana
30,079,prairie,montana
30,081,ravalli,montana
30,083,richland,montana
30,085,roosevelt,montana
30,087,rosebud,montana
30,089,sanders,montana
30,091,sheridan,montana
30,093,silver bow,montana
30,095,stillwater,montana
30,097,sweet grass,montana
30,099,teton,montana
30,101,toole,montana
30,103,treasure,montana
30,105,valley,montana
30,107,wheatland,montana
30,109,wibaux,montana
30,111,yellowstone,montana
31,001,adams,nebraska
31,003,antelope,nebraska
31,005,arthur,nebraska
31,007,banner,nebraska
31,009,blaine,nebraska
31,011,boone,nebraska
31,013,box butte,nebraska
31,015,boyd,nebraska
31,017,brown,nebraska
31,019,buffalo,nebraska
31,021,burt,nebraska
31,023,butler,nebraska
31,025,cass,nebraska
31,027,cedar,nebraska
31,029,chase,nebraska
31,031,cherry,nebraska
31,033,cheyenne,nebraska
31,035,clay,nebraska
31,037,colfax,nebraska
31,039,cuming,nebraska
31,041,custer,nebraska
31,043,dakota,nebraska
31,045,dawes,nebraska
31,047,dawson,nebraska
31,049,deuel,nebraska
31,051,dixon,nebraska
31,053,dodge,nebraska
31,055,douglas,nebraska
31,057,dundy,nebraska
31,059,fillmore,nebraska
31,061,franklin,nebraska
31,063,frontier,nebraska
31,065,furnas,nebraska
31,067,gage,nebraska
31,069,garden,nebraska
31,071,garfield,nebraska
31,073,gosper,nebraska
31,075,grant,nebraska
31,077,greeley,nebraska
31,079,hall,nebraska
31,081,hamilton,nebraska
31,083,harlan,nebraska
31,085,hayes,nebraska
31,087,hitchcock,nebraska
31,089,holt,nebraska
31,091,hooker,nebraska
31,093,howard,nebraska
31,095,jefferson,nebraska
31,097,johnson,nebraska
31,099,kearney,nebraska
31,101,keith,nebraska
31,103,keya paha,nebraska
31,105,kimball,nebraska
31,107,knox,nebraska
31,109,lancaster,nebraska
31,111,lincoln,nebraska
31,113,logan,nebraska
31,115,loup,nebraska
31,117,mcpherson,nebraska
31,119,madison,nebraska
31,121,merrick,nebraska
31,123,morrill,nebraska
31,125,nance,nebraska
31,127,nemaha,nebraska
31,129,nuckolls,nebraska
31,131,otoe,nebraska
31,133,pawnee,nebraska
31,135,perkins,nebraska
31,137,phelps,nebraska
31,139,pierce,nebraska
31,141,platte,nebraska
31,143,polk,nebraska
31,145,red willow,nebraska
31,147,richardson,nebraska
31,149,rock,nebraska
31,151,saline,nebraska
31,153,sarpy,nebraska
31,155,saunders,nebraska
31,157,scotts bluff,nebraska
31,159,seward,nebraska
31,161,sheridan,nebraska
31,163,sherman,nebraska
31,165,sioux,nebraska
31,167,stanton,nebraska
31,169,thayer,nebraska
31,171,thomas,nebraska
31,173,thurston,nebraska
31,175,valley,nebraska
31,177,washington,nebraska
31,179,wayne,nebraska
31,181,webster,nebraska
31,183,wheeler,nebraska
31,185,york,nebraska
32,001,churchill,nevada
32,003,clark,nevada
32,005,douglas,nevada
32,007,elko,nevada
32,009,esmeralda,nevada
32,011,eureka,nevada
32,013,humboldt,nevada
32,015,lander,nevada
32,017,lincoln,nevada
32,019,lyon,nevada
32,021,mineral,nevada
32,023,nye,nevada
32,027,pershing,nevada
32,029,storey,nevada
32,031,washoe,nevada
32,033,white pine,nevada
32,510,cars,nevada
33,001,belknap,new hampshire
33,003,carroll,new hampshire
33,005,cheshire,new hampshire
33,007,coos,new hampshire
33,009,grafton,new hampshire
33,011,hillsborough,new hampshire
33,013,merrimack,new hampshire
33,015,rockingham,new hampshire
33,017,strafford,new hampshire
33,019,sullivan,new hampshire
34,001,atlantic,new jersey
34,003,bergen,new jersey
34,005,burlington,new jersey
34,007,camden,new jersey
34,009,cape may,new jersey
34,011,cumberland,new jersey
34,013,essex,new jersey
34,015,gloucester,new jersey
34,017,hudson,new jersey
34,019,hunterdon,new jersey
34,021,mercer,new jersey
34,023,middlesex,new jersey
34,025,monmouth,new jersey
34,027,morris,new jersey
34,029,ocean,new jersey
34,031,passaic,new jersey
34,033,salem,new jersey
34,035,somerset,new jersey
34,037,sussex,new jersey
34,039,union,new jersey
34,041,warren,new jersey
35,001,bernalillo,new mexico
35,003,catron,new mexico
35,005,chaves,new mexico
35,006,cibola,new mexico
35,007,colfax,new mexico
35,009,curry,new mexico
35,011,de baca,new mexico
35,013,doña ana,new mexico
35,015,eddy,new mexico
35,017,grant,new mexico
35,019,guadalupe,new mexico
35,021,harding,new mexico
35,023,hidalgo,new mexico
35,025,lea,new mexico
35,027,lincoln,new mexico
35,028,los alamos,new mexico
35,029,luna,new mexico
35,031,mckinley,new mexico
35,033,mora,new mexico
35,035,otero,new mexico
35,037,quay,new mexico
35,039,rio arriba,new mexico
35,041,roosevelt,new mexico
35,043,sandoval,new mexico
35,045,san juan,new mexico
35,047,san miguel,new mexico
35,049,santa fe,new mexico
35,051,sierra,new mexico
35,053,socorro,new mexico
35,055,taos,new mexico
35,057,torrance,new mexico
35,059,union,new mexico
35,061,valencia,new mexico
36,001,albany,new york
36,003,allegany,new york
36,005,bronx,new york
36,007,broome,new york
36,009,cattaraugus,new york
36,011,cayuga,new york
36,013,chautauqua,new york
36,015,chemung,new york
36,017,chenango,new york
36,019,clinton,new york
36,021,columbia,new york
36,023,cortland,new york
36,025,delaware,new york
36,027,dutchess,new york
36,029,erie,new york
36,031,essex,new york
36,033,franklin,new york
36,035,fulton,new york
36,037,genesee,new york
36,039,greene,new york
36,041,hamilton,new york
36,043,herkimer,new york
36,045,jefferson,new york
36,047,kings,new york
36,049,lewis,new york
36,051,livingston,new york
36,053,madison,new york
36,055,monroe,new york
36,057,montgomery,new york
36,059,nassau,new york
36,061,new york,new york
36,063,niagara,new york
36,065,oneida,new york
36,067,onondaga,new york
36,069,ontario,new york
36,071,orange,new york
36,073,orleans,new york
36,075,oswego,new york
36,077,otsego,new york
36,079,putnam,new york
36,081,queens,new york
36,083,rensselaer,new york
36,085,richmond,new york
36,087,rockland,new york
36,089,st. lawrence,new york
36,091,saratoga,new york
36,093,schenectady,new york
36,095,schoharie,new york
36,097,schuyler,new york
36,099,seneca,new york
36,101,steuben,new york
36,103,suffolk,new york
36,105,sullivan,new york
36,107,tioga,new york
36,109,tompkins,new york
36,111,ulster,new york
36,113,warren,new york
36,115,washington,new york
36,117,wayne,new york
36,119,westchester,new york
36,121,wyoming,new york
36,123,yates,new york
37,001,alamance,north carolina
37,003,alexander,north carolina
37,005,alleghany,north carolina
37,007,anson,north carolina
37,009,ashe,north carolina
37,011,avery,north carolina
37,013,beaufort,north carolina
37,015,bertie,north carolina
37,017,bladen,north carolina
37,019,brunswick,north carolina
37,021,buncombe,north carolina
37,023,burke,north carolina
37,025,cabarrus,north carolina
37,027,caldwell,north carolina
37,029,camden,north carolina
37,031,carteret,north carolina
37,033,caswell,north carolina
37,035,catawba,north carolina
37,037,chatham,north carolina
37,039,cherokee,north carolina
37,041,chowan,north carolina
37,043,clay,north carolina
37,045,cleveland,north carolina
37,047,columbus,north carolina
37,049,craven,north carolina
37,051,cumberland,north carolina
37,053,currituck,north carolina
37,055,dare,north carolina
37,057,davidson,north carolina
37,059,davie,north carolina
37,061,duplin,north carolina
37,063,durham,north carolina
37,065,edgecombe,north carolina
37,067,forsyth,north carolina
37,069,franklin,north carolina
37,071,gaston,north carolina
37,073,gates,north carolina
37,075,graham,north carolina
37,077,granville,north carolina
37,079,greene,north carolina
37,081,guilford,north carolina
37,083,halifax,north carolina
37,085,harnett,north carolina
37,087,haywood,north carolina
37,089,henderson,north carolina
37,091,hertford,north carolina
37,093,hoke,north carolina
37,095,hyde,north carolina
37,097,iredell,north carolina
37,099,jackson,north carolina
37,101,johnston,north carolina
37,103,jones,north carolina
37,105,lee,north carolina
37,107,lenoir,north carolina
37,109,lincoln,north carolina
37,111,mcdowell,north carolina
37,113,macon,north carolina
37,115,madison,north carolina
37,117,martin,north carolina
37,119,mecklenburg,north carolina
37,121,mitchell,north carolina
37,123,montgomery,north carolina
37,125,moore,north carolina
37,127,nash,north carolina
37,129,new hanover,north carolina
37,131,northampton,north carolina
37,133,onslow,north carolina
37,135,orange,north carolina
37,137,pamlico,north carolina
37,139,pasquotank,north carolina
37,141,pender,north carolina
37,143,perquimans,north carolina
37,145,person,north carolina
37,147,pitt,north carolina
37,149,polk,north carolina
37,151,randolph,north carolina
37,153,richmond,north carolina
37,155,robeson,north carolina
37,157,rockingham,north carolina
37,159,rowan,north carolina
37,161,rutherford,north carolina
37,163,sampson,north carolina
37,165,scotland,north carolina
37,167,stanly,north carolina
37,169,stokes,north carolina
37,171,surry,north carolina
37,173,swain,north carolina
37,175,transylvania,north carolina
37,177,tyrrell,north carolina
37,179,union,north carolina
37,181,vance,north carolina
37,183,wake,north carolina
37,185,warren,north carolina
37,187,washington,north carolina
37,189,watauga,north carolina
37,191,wayne,north carolina
37,193,wilkes,north carolina
37,195,wilson,north carolina
37,197,yadkin,north carolina
37,199,yancey,north carolina
38,001,adams,north dakota
38,003,barnes,north dakota
38,005,benson,north dakota
38,007,billings,north dakota
38,009,bottineau,north dakota
38,011,bowman,north dakota
38,013,burke,north dakota
38,015,burleigh,north dakota
38,017,cass,north dakota
38,019,cavalier,north dakota
38,021,dickey,north dakota
38,023,divide,north dakota
38,025,dunn,north dakota
38,027,eddy,north dakota
38,029,emmons,north dakota
38,031,foster,north dakota
38,033,golden valley,north dakota
38,035,grand forks,north dakota
38,037,grant,north dakota
38,039,griggs,north dakota
38,041,hettinger,north dakota
38,043,kidder,north dakota
38,045,lamoure,north dakota
38,047,logan,north dakota
38,049,mchenry,north dakota
38,051,mcintosh,north dakota
38,053,mckenzie,north dakota
38,055,mclean,north dakota
38,057,mercer,north dakota
38,059,morton,north dakota
38,061,mountrail,north dakota
38,063,nelson,north dakota
38,065,oliver,north dakota
38,067,pembina,north dakota
38,069,pierce,north dakota
38,071,ramsey,north dakota
38,073,ransom,north dakota
38,075,renville,north dakota
38,077,richland,north dakota
38,079,rolette,north dakota
38,081,sargent,north dakota
38,083,sheridan,north dakota
38,085,sioux,north dakota
38,087,slope,north dakota
38,089,stark,north dakota
38,091,steele,north dakota
38,093,stutsman,north dakota
38,095,towner,north dakota
38,097,traill,north dakota
38,099,walsh,north dakota
38,101,ward,north dakota
38,103,wells,north dakota
38,105,williams,north dakota
39,001,adams,ohio
39,003,allen,ohio
39,005,ashland,ohio
39,007,ashtabula,ohio
39,009,athens,ohio
39,011,auglaize,ohio
39,013,belmont,ohio
39,015,brown,ohio
39,017,butler,ohio
39,019,carroll,ohio
39,021,champaign,ohio
39,023,clark,ohio
39,025,clermont,ohio
39,027,clinton,ohio
39,029,columbiana,ohio
39,031,coshocton,ohio
39,033,crawford,ohio
39,035,cuyahoga,ohio
39,037,darke,ohio
39,039,defiance,ohio
39,041,delaware,ohio
39,043,erie,ohio
39,045,fairfield,ohio
39,047,fayette,ohio
39,049,franklin,ohio
39,051,fulton,ohio
39,053,gallia,ohio
39,055,geauga,ohio
39,057,greene,ohio
39,059,guernsey,ohio
39,061,hamilton,ohio
39,063,hancock,ohio
39,065,hardin,ohio
39,067,harrison,ohio
39,069,henry,ohio
39,071,highland,ohio
39,073,hocking,ohio
39,075,holmes,ohio
39,077,huron,ohio
39,079,jackson,ohio
39,081,jefferson,ohio
39,083,knox,ohio
39,085,lake,ohio
39,087,lawrence,ohio
39,089,licking,ohio
39,091,logan,ohio
39,093,lorain,ohio
39,095,lucas,ohio
39,097,madison,ohio
39,099,mahoning,ohio
39,101,marion,ohio
39,103,medina,ohio
39,105,meigs,ohio
39,107,mercer,ohio
39,109,miami,ohio
39,111,monroe,ohio
39,113,montgomery,ohio
39,115,morgan,ohio
39,117,morrow,ohio
39,119,muskingum,ohio
39,121,noble,ohio
39,123,ottawa,ohio
39,125,paulding,ohio
39,127,perry,ohio
39,129,pickaway,ohio
39,131,pike,ohio
39,133,portage,ohio
39,135,preble,ohio
39,137,putnam,ohio
39,139,richland,ohio
39,141,ross,ohio
39,143,sandusky,ohio
39,145,scioto,ohio
39,147,seneca,ohio
39,149,shelby,ohio
39,151,stark,ohio
39,153,summit,ohio
39,155,trumbull,ohio
39,157,tuscarawas,ohio
39,159,union,ohio
39,161,van wert,ohio
39,163,vinton,ohio
39,165,warren,ohio
39,167,washington,ohio
39,169,wayne,ohio
39,171,williams,ohio
39,173,wood,ohio
39,175,wyandot,ohio
40,001,adair,oklahoma
40,003,alfalfa,oklahoma
40,005,atoka,oklahoma
40,007,beaver,oklahoma
40,009,beckham,oklahoma
40,011,blaine,oklahoma
40,013,bryan,oklahoma
40,015,caddo,oklahoma
40,017,canadian,oklahoma
40,019,carter,oklahoma
40,021,cherokee,oklahoma
40,023,choctaw,oklahoma
40,025,cimarron,oklahoma
40,027,cleveland,oklahoma
40,029,coal,oklahoma
40,031,comanche,oklahoma
40,033,cotton,oklahoma
40,035,craig,oklahoma
40,037,creek,oklahoma
40,039,custer,oklahoma
40,041,delaware,oklahoma
40,043,dewey,oklahoma
40,045,ellis,oklahoma
40,047,garfield,oklahoma
40,049,garvin,oklahoma
40,051,grady,oklahoma
40,053,grant,oklahoma
40,055,greer,oklahoma
40,057,harmon,oklahoma
40,059,harper,oklahoma
40,061,haskell,oklahoma
40,063,hughes,oklahoma
40,065,jackson,oklahoma
40,067,jefferson,oklahoma
40,069,johnston,oklahoma
40,071,kay,oklahoma
40,073,kingfisher,oklahoma
40,075,kiowa,oklahoma
40,077,latimer,oklahoma
40,079,le flore,oklahoma
40,081,lincoln,oklahoma
40,083,logan,oklahoma
40,085,love,oklahoma
40,087,mcclain,oklahoma
40,089,mccurtain,oklahoma
40,091,mcintosh,oklahoma
40,093,major,oklahoma
40,095,marshall,oklahoma
40,097,mayes,oklahoma
40,099,murray,oklahoma
40,101,muskogee,oklahoma
40,103,noble,oklahoma
40,105,nowata,oklahoma
40,107,okfuskee,oklahoma
40,109,oklahoma,oklahoma
40,111,okmulgee,oklahoma
40,113,osage,oklahoma
40,115,ottawa,oklahoma
40,117,pawnee,oklahoma
40,119,payne,oklahoma
40,121,pittsburg,oklahoma
40,123,pontotoc,oklahoma
40,125,pottawatomie,oklahoma
40,127,pushmataha,oklahoma
40,129,roger mills,oklahoma
40,131,rogers,oklahoma
40,133,seminole,oklahoma
40,135,sequoyah,oklahoma
40,137,stephens,oklahoma
40,139,texas,oklahoma
40,141,tillman,oklahoma
40,143,tulsa,oklahoma
40,145,wagoner,oklahoma
40,147,washington,oklahoma
40,149,washita,oklahoma
40,151,woods,oklahoma
40,153,woodward,oklahoma
41,001,baker,oregon
41,003,benton,oregon
41,005,clackamas,oregon
41,007,clatsop,oregon
41,009,columbia,oregon
41,011,coos,oregon
41,013,crook,oregon
41,015,curry,oregon
41,017,deschutes,oregon
41,019,douglas,oregon
41,021,gilliam,oregon
41,023,grant,oregon
41,025,harney,oregon
41,027,hood river,oregon
41,029,jackson,oregon
41,031,jefferson,oregon
41,033,josephine,oregon
41,035,klamath,oregon
41,037,lake,oregon
41,039,lane,oregon
41,041,lincoln,oregon
41,043,linn,oregon
41,045,malheur,oregon
41,047,marion,oregon
41,049,morrow,oregon
41,051,multnomah,oregon
41,053,polk,oregon
41,055,sherman,oregon
41,057,tillamook,oregon
41,059,umatilla,oregon
41,061,union,oregon
41,063,wallowa,oregon
41,065,wasco,oregon
41,067,washington,oregon
41,069,wheeler,oregon
41,071,yamhill,oregon
42,001,adams,pennsylvania
42,003,allegheny,pennsylvania
42,005,armstrong,pennsylvania
42,007,beaver,pennsylvania
42,009,bedford,pennsylvania
42,011,berks,pennsylvania
42,013,blair,pennsylvania
42,015,bradford,pennsylvania
